baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
Hbp1	1010.60591781843	0.350522255835839	1.77659230453864	0.197300334432589	0.843592517650324	0.999273910133604
Cdkn1b	1280.83107006851	-0.752538771447884	1.25790424082664	-0.598248059767531	0.549674427952667	0.999273910133604
Klf4	1208.18342289166	1.47433636697111	1.63238762193103	0.903177864842573	0.366431503741857	0.999273910133604
Ap1m1	3231.69138165215	-0.720382643215746	1.57786081379383	-0.456556520650036	0.647989836813815	0.999273910133604
Rab8a	3094.14773670575	0.655582167987899	1.50677492387223	0.435089645839825	0.663497358750555	0.999273910133604
Hmgn2	621.7520858398	-0.427155605531629	0.545313091778757	-0.783321750332988	0.433438193860481	0.999273910133604
Fam32a	3280.73621257986	-0.187102069517936	1.44545126809538	-0.12944197680526	0.897007934362577	0.999273910133604
Stard3nl	472.946109785754	0.887736285917053	2.26384814818333	0.392135968408233	0.694957752503994	0.999273910133604
Stk11	2441.88803782292	-0.680556825847063	1.6232011210475	-0.419268331584123	0.675020038105802	0.999273910133604
Atp5d	11242.3293853014	0.725275478010869	0.461448854902148	1.5717353511792	0.116011940077336	0.992085973251993
Ppp5c	2095.74966744171	0.0610340538222003	1.2972958366207	0.047047136126781	0.962475659900386	0.999273910133604
Pafah1b2	750.819895893613	-0.335361748045751	2.30942174378087	-0.145214597095078	0.884541441279673	0.999273910133604
Slc2a3	2350.76042001162	1.26579232119421	1.80958595524945	0.699492785917273	0.484244119856649	0.999273910133604
Sri	4608.07629122528	0.0345567801799455	0.30047416135624	0.11500749356939	0.908439182449348	0.999273910133604
Irf3	1991.51258735365	0.131256195660691	2.43059465063047	0.0540016804639329	0.95693382538054	0.999273910133604
Sh3gl1	3955.86863750949	-0.329745345351452	1.15613491886823	-0.285213550745659	0.775480539344393	0.999273910133604
Ranbp2	417.062048193136	-0.375477142592065	1.94326559182024	-0.193219673199873	0.846786932059652	0.999273910133604
Cyth2	2062.0720530055	0.302858122407884	1.97463030477105	0.153374594563917	0.878102878428795	0.999273910133604
Mrpl4	4682.94702841543	0.67161423446239	0.940216410812363	0.714318774634134	0.475030085368916	0.999273910133604
Mob3a	1832.77530580377	1.14907864149666	1.93966659403501	0.592410388996943	0.55357581118261	0.999273910133604
Pld3	12799.1581244158	0.925337914379618	0.504653227036176	1.83361140840042	0.066711697539431	0.793493221803935
Rabac1	10591.2912050154	-0.293972390112764	0.494229927233543	-0.594808962213756	0.551971176150819	0.999273910133604
Etv3	1078.14088248338	-0.363928553876027	1.71349952302866	-0.212389060507454	0.831803519557058	0.999273910133604
Prkcsh	2409.61474160783	0.040633550627996	1.87348809981866	0.0216887156272457	0.982696265281925	0.999273910133604
Nosip	1686.70389254789	-0.0662623979064983	2.12913737690233	-0.0311217108981962	0.975172475261479	0.999273910133604
Pih1d1	1064.63168586825	1.48698294850166	2.58146962055861	0.576021866249925	0.564600401832775	0.999273910133604
Rps11	11344.3340978894	-0.528733446821265	0.269931922321163	-1.95876590762089	0.0501402078976208	0.71442855277344
Supt5	2441.4402530326	0.988200267102668	2.46573696570086	0.400772783491843	0.688587418628532	0.999273910133604
Paf1	2605.98826807354	-0.372897787692936	1.39812781686762	-0.266712229879225	0.789690736841075	0.999273910133604
Timm50	2301.3850499077	0.0519472011833963	2.06691940460458	0.0251326689699032	0.979949142336911	0.999273910133604
Med29	605.243182339274	-3.55993476483139	2.02085023543854	-1.7616024692987	0.0781364864468276	0.84002343246644
Ncstn	2596.62127793446	-0.0875132933406327	2.19352891909194	-0.039896120164607	0.968175944302313	0.999273910133604
Impdh1	4153.87424834213	0.276468878639808	1.06874938916627	0.25868447873966	0.795878696207531	0.999273910133604
Ess2	2235.51127371817	0.353869768523644	2.07933049019516	0.170184475335823	0.864865060506058	0.999273910133604
Fosb	15151.8490032903	0.343599539700329	0.523621796146253	0.65619793184537	0.511696779405931	0.999273910133604
Rps6ka1	2872.78295863192	0.28372781453566	2.15861866253879	0.131439526332068	0.895427622384797	0.999273910133604
Snrnp200	1683.8033533103	1.13815312092324	2.31926803431489	0.490738070841152	0.623611716124999	0.999273910133604
Taf6l	2047.47859200779	-0.840646860804439	1.75279906060169	-0.479602528150525	0.631510048330859	0.999273910133604
Man1a	533.518596486813	0.361760615923601	1.86179196685418	0.194307754230381	0.845934914349894	0.999273910133604
Brd8	1312.9362260804	0.967229135622493	2.02137934210616	0.47849956486381	0.632294683917754	0.999273910133604
Rad23a	1910.27535392196	0.806043647060362	1.94156034442773	0.415152508328522	0.678030262643909	0.999273910133604
Calr	4753.4124800576	0.59569934607123	0.420999778775551	1.41496356079754	0.157079180245839	0.999273910133604
Bax	2561.55801867742	0.200179287919572	0.896559271726649	0.223275018431357	0.823321468927203	0.999273910133604
Il7r	3128.82657434631	0.683706047977755	0.432976524373392	1.57908341328025	0.114316925672526	0.992085973251993
Mmd	385.255743851733	0.691489687572236	2.12636614598724	0.325197844631404	0.745031339843972	0.999273910133604
Rpl8	16670.0096790027	-0.661677736688876	0.291977593340161	-2.26619354286548	0.0234395358238287	0.489661536045736
Stat3	11732.7272660595	-0.515256132811026	0.558885974243171	-0.9219342702396	0.356562862062678	0.999273910133604
Stat5a	1941.22487023217	-1.12005857205286	1.6779821326929	-0.667503276840821	0.504450717283368	0.999273910133604
Akt2	2681.60312157335	-0.986892858352973	1.57616763602419	-0.626134451562758	0.531226756707881	0.999273910133604
Cdip1	1049.6664230678	-0.718825575511075	1.78118720900441	-0.403565426406166	0.686532313900824	0.999273910133604
Cwc15	1429.53961491602	0.112583782296168	0.913644709107845	0.123224904794889	0.90192900468211	0.999273910133604
Psap	25890.457322364	1.40212663588124	0.319041595809853	4.3948082453703	1.10870578196252e-05	0.00153706937953895
Phb2	2960.73833190835	0.0667571358045677	1.27700711912476	0.0522762440434334	0.958308581936015	0.999273910133604
Ptpn6	4662.32657252707	2.06478057237087	1.88871483622415	1.0932198618711	0.274297278470556	0.999273910133604
Emg1	4399.55889901317	-0.576392567141793	0.968096768994812	-0.595387347217643	0.551584581212027	0.999273910133604
Lpcat3	1741.21397145268	0.110202725462301	1.84049495831971	0.0598766788054181	0.952253854178457	0.999273910133604
Atp6v1f	6995.94125012784	0.750654732200241	0.496145502687045	1.5129729648557	0.130286526233109	0.999273910133604
Clcn3	957.038910026228	1.0090143244459	1.54963677782687	0.651129567188567	0.514962851597579	0.999273910133604
Ppp1cc	966.583823776873	-0.595022275288674	1.41336307619399	-0.420997467183728	0.673756931371404	0.999273910133604
Dnajb11	1811.11372625539	0.318211326158059	1.08703600537684	0.292733013979372	0.769726233217756	0.999273910133604
Coro1c	2471.46703363475	0.973360463396858	2.26083812682973	0.430530807069216	0.666809561770968	0.999273910133604
Tax1bp1	1859.83115250133	-0.0906946023092448	0.666904352794958	-0.135993417840428	0.891826484425721	0.999273910133604
Etfb	794.796729692739	0.61585341793191	1.34782595601376	0.456923548017519	0.647725997744986	0.999273910133604
Nkg7	6318.63940332858	2.93233716664263	1.23280292204004	2.37859362126608	0.0173788231787477	0.427612093502428
Stxbp2	5637.85489435838	0.609258170193147	0.91885242029596	0.663064227438076	0.507289420145969	0.999273910133604
Slbp	887.219187902803	0.151176453723582	1.20143524675695	0.125829880662861	0.89986658840672	0.999273910133604
Cnn2	18330.2100536525	0.262167950168285	0.474397082312304	0.552633985205867	0.580514065567068	0.999273910133604
Polr2e	4550.73493332785	0.591224353966651	1.55154238838428	0.381055882451482	0.703161782782279	0.999273910133604
Ly9	2419.21898389636	-1.08050137974626	1.9852895257857	-0.544253805660229	0.58626683044693	0.999273910133604
Rab11a	496.63241992009	-0.00410809923020092	0.857997614075642	-0.00478800775527418	0.996179737131667	0.999273910133604
Eif2b2	2719.34254466549	-2.55683995389976	2.37931978400339	-1.07460963048762	0.282549538337475	0.999273910133604
Grap	5477.89864576097	-1.30175869396361	1.78462889244676	-0.72942822985392	0.465739754789369	0.999273910133604
Ap1s1	1548.99991769435	0.331987307757652	1.47098209075051	0.225690924345835	0.821441817307825	0.999273910133604
Srpk1	1621.7985207299	-0.122832281117999	0.49889944736835	-0.246206488633989	0.805522392933682	0.999273910133604
Lbr	2185.1745009456	0.59294062493618	0.709016996753819	0.836285487725843	0.402994315335661	0.999273910133604
Hdgf	1454.23388959689	1.4519629082675	1.37628542813712	1.05498676261712	0.291431378919781	0.999273910133604
Pias4	2063.84368563514	-0.150573713294044	2.34138604575522	-0.0643096483670535	0.948723671073629	0.999273910133604
Map2k1	2960.51633424996	0.911447912750845	1.69088669097319	0.539035476248418	0.589862375887612	0.999273910133604
Sgta	4629.59204478464	0.234311408317096	2.06545808048435	0.113442829235319	0.909679486027689	0.999273910133604
Hspb1	1843.7173281653	0.0182559522781342	1.9859975625741	0.00919233367762658	0.992665682171437	0.999273910133604
Hnrnpa2b1	3992.30829632441	-0.299705803263257	0.378349862965443	-0.792139320242415	0.428279445256503	0.999273910133604
Mri1	2401.28382496101	0.93679968040546	1.73337634222246	0.540447944042168	0.588888151462053	0.999273910133604
Prkacb	1753.64737044076	-0.424224578192233	1.91244902583058	-0.221822685186598	0.824451919132991	0.999273910133604
Cstb	1520.36835573961	0.512006579490005	0.6340347923506	0.807537040028685	0.419357143445521	0.999273910133604
Cd44	14155.2743173141	0.419098927095692	0.380419422850619	1.101675944817	0.270602578458124	0.999273910133604
Wdr1	10962.7708475747	-0.11906036534479	0.707289802605134	-0.168333213495033	0.866321146068012	0.999273910133604
Man2b1	3576.57880024961	0.718846611504879	2.0473692850282	0.351107451284723	0.725507738063761	0.999273910133604
Prdx2	3544.27895790562	-0.37806795498456	1.62277902972163	-0.232975622718894	0.815780335212075	0.999273910133604
Polr2a	1451.00289552692	-1.44082474035931	1.0117425022509	-1.42410221687218	0.154416884786757	0.999273910133604
Ufd1	988.503586466568	-1.25981873826612	1.86671820174248	-0.674884263243454	0.499749299354932	0.999273910133604
Letm1	3920.67831729644	1.17573844203307	1.52116662316121	0.772918905878773	0.439570375117838	0.999273910133604
Ubqln1	1075.27822007208	-0.921308261747546	1.94924681768822	-0.47264833441678	0.636464092607031	0.999273910133604
Txn2	3138.94220112199	-1.10439809162541	1.42674490918155	-0.774068359745507	0.438890367068539	0.999273910133604
Mcm5	2716.89862065017	-0.180552628401233	2.69127434989216	-0.0670881541335494	0.946511524281024	0.999273910133604
Il27ra	12559.3631440073	0.956754450611992	1.34501532050212	0.71133349637595	0.47687759922976	0.999273910133604
Ddx39	4103.99531060273	-0.239889026811944	1.19445612988915	-0.200835359967726	0.840827312946265	0.999273910133604
Dnajb1	24002.7344273376	-0.431138067458834	0.493338209409787	-0.873919877348711	0.382161888932868	0.999273910133604
Ndufs3	1422.54713672404	0.112453314751078	1.23567478851802	0.0910055912736928	0.927488148301093	0.999273910133604
Por	8481.32875284344	-1.2921873997284	1.28714540717783	-1.00391718955951	0.315418530351144	0.999273910133604
Igf1r	1544.10697828938	0.928921288514756	1.55407792500625	0.597731473800465	0.550019121059553	0.999273910133604
Eif4g2	2450.66780497645	0.368772030507007	0.396208964428982	0.930751355004001	0.351982198023669	0.999273910133604
Pcyt1a	1005.96078119053	-0.354216010613931	2.35271901886703	-0.150556019555836	0.880325957130344	0.999273910133604
Psmd4	6769.40198495272	-0.248789338265733	0.939120771917727	-0.264917298930247	0.79107317169418	0.999273910133604
Snx6	536.476659078586	2.77558570560623	1.61286916870694	1.72089947495956	0.0852690668919733	0.875658767745854
Cs	6768.27930044453	0.872237988452275	1.18016898155689	0.739078896398047	0.459859090697714	0.999273910133604
Bcas2	633.648082018655	-0.258090720576486	1.43411846227236	-0.179964715165538	0.857180269102967	0.999273910133604
Ranbp1	1739.48765912761	-0.096892360252328	0.613563305992938	-0.157917462315524	0.874521837783599	0.999273910133604
Cd247	6548.19978602479	-1.40531790106135	0.512258338147025	-2.74337730869303	0.00608107680223866	0.259034166999544
Psmb4	4035.0790658361	-1.02282210699589	1.12157994579928	-0.911947570769908	0.361796317809407	0.999273910133604
Gpr108	2566.13573470305	1.49798078623345	2.40738271225264	0.622244555719915	0.533781072448633	0.999273910133604
Tnfsf14	2727.96322659845	1.74111028141256	1.69302506475022	1.02840195202274	0.303760790691194	0.999273910133604
Rsl1d1	445.719765030622	0.591878619967229	1.91011199184712	0.309865925397846	0.756662915869003	0.999273910133604
Reep5	3827.91143359557	0.0847508110162233	0.478734098879061	0.177031072603068	0.859483982628922	0.999273910133604
Ergic3	2129.05424978288	0.445990558270847	2.32239641043371	0.192038945748955	0.847711698840887	0.999273910133604
Trap1	1576.54790816081	-0.507907855429999	2.41546877825878	-0.210272995453963	0.833454610628107	0.999273910133604
Tpr	1194.5805954895	0.530031969133807	0.974538046454922	0.543880222082561	0.586523899807474	0.999273910133604
Napa	7968.58571378791	-0.780557685013142	0.86596233437358	-0.901376022985783	0.367388425331824	0.999273910133604
Sra1	2007.21352845948	-0.278096387900398	1.23148453567571	-0.225822070715494	0.821339810487837	0.999273910133604
Atp5g1	3433.20464104469	-0.0914176930021081	0.492681941297136	-0.185551134188972	0.852796777226706	0.999273910133604
Tbcb	3666.73419791091	0.948787006918587	1.19571189418085	0.793491318047461	0.427491625611277	0.999273910133604
Inpp5k	2802.54559478022	0.403775594231178	1.69974446538771	0.237550762748963	0.812229542973226	0.999273910133604
Clint1	1427.23343286397	0.670172181144404	1.32831211881265	0.504529147670093	0.61388958489293	0.999273910133604
Cdkal1	472.119594774159	0.392287065505158	1.80831843077301	0.216934727219179	0.828259213565148	0.999273910133604
Zbtb17	3844.94309166649	0.242674588035431	2.06959495467838	0.117257044663188	0.90665636353778	0.999273910133604
Atp6v1b2	1357.58663185852	0.14597798441806	2.26461191383519	0.0644604859341405	0.948603569303095	0.999273910133604
Ttc5	1231.14723697697	-0.0366423541047727	2.26567383223394	-0.0161728284025082	0.987096512422426	0.999273910133604
Aamp	7640.72396168084	-0.757346619763464	0.949023583705222	-0.798027185801427	0.424854714098835	0.999273910133604
Arpc2	6872.29906443033	0.0293741952707298	0.355814905993447	0.0825547068881672	0.934205616945879	0.999273910133604
Rps9	17759.5587474932	-0.486617172647947	0.374876528045914	-1.29807319541849	0.194262184113981	0.999273910133604
Crip1	27110.7660328858	0.681062321464646	0.383108931846157	1.77772498851093	0.0754490335097252	0.833487952252054
Pfdn2	498.95708118108	-0.929277748267956	1.38222751465345	-0.672304478399086	0.501389879308374	0.999273910133604
Rnf114	3876.63379042149	-0.457100841974674	1.35257300438643	-0.337949109210582	0.735401538646796	0.999273910133604
Ptbp1	8258.37174622813	-0.0915608084952626	0.639626172348655	-0.143147376473134	0.886173789174813	0.999273910133604
Cyba	10941.8910166875	0.509774439310543	0.296186346276697	1.72112741089798	0.0852277062548739	0.875658767745854
Aprt	2742.11653298301	-2.13507492249762	1.97444859049315	-1.0813525015429	0.279540341620205	0.999273910133604
Qrich1	2031.39524179248	1.12854547109673	1.57208505525039	0.717865402592346	0.472840282044781	0.999273910133604
